cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"Experienced in recruitment, with knowledge of HR policies and employee engagement.",3,1,2,1,2,Openness,HR Specialist
"Specialized in deep learning, with research experience in computer vision and natural language processing.",4,1,1,2,1,Extraverted,AI Researcher
"Proven track record in client management, with expertise in negotiation and CRM.",2,2,2,2,4,Introverted,Sales Executive
"Business analyst skilled in process improvement, requirement gathering, and data modeling.",1,4,1,1,4,Creative,Business Analyst
"Software engineer with experience in Python, cloud computing, and Java.",3,1,1,1,2,Introverted,Software Engineer
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",4,3,3,1,1,Introverted,Cybersecurity Analyst
"Experienced in process improvement, with knowledge of data modeling and requirement gathering.",1,2,4,2,4,Analytical,Business Analyst
"Experienced in requirement gathering, with knowledge of process improvement and data modeling.",2,1,4,1,4,Extraverted,Business Analyst
"Experienced in machine learning, with skills in data visualization and SQL.",2,2,4,1,2,Analytical,Data Analyst
"Software engineer with experience in Python, cloud computing, and Java.",4,2,4,3,4,Introverted,Software Engineer
"Professional in SEO, experienced in branding and digital campaigns.",4,1,3,3,3,Analytical,Marketing Manager
"Manager experienced in stakeholder management, with background in Scrum and Agile.",2,4,4,3,1,Openness,Project Manager
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",2,2,4,3,2,Analytical,Business Analyst
"Marketing manager with focus on SEO, digital campaigns, and branding.",4,4,1,2,2,Conscientious,Marketing Manager
"Proven track record in client management, with expertise in CRM and negotiation.",4,1,1,4,3,Openness,Sales Executive
"HR professional skilled in employee engagement, HR policies, and recruitment.",2,4,4,4,1,Creative,HR Specialist
"HR professional skilled in recruitment, employee engagement, and HR policies.",4,4,1,1,2,Conscientious,HR Specialist
"Experienced in SQL, with skills in machine learning and data visualization.",4,2,4,1,1,Analytical,Data Analyst
"Manager experienced in stakeholder management, with background in Agile and Scrum.",1,4,1,2,3,Analytical,Project Manager
"Experienced in employee engagement, with knowledge of HR policies and recruitment.",4,4,1,2,2,Analytical,HR Specialist
"Sales executive with strong skills in client management, negotiation, and CRM.",2,4,4,1,4,Analytical,Sales Executive
"Specialized in natural language processing, with research experience in computer vision and deep learning.",3,2,2,2,4,Openness,AI Researcher
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",3,1,2,3,3,Openness,Business Analyst
"Sales executive with strong skills in CRM, client management, and negotiation.",2,3,4,1,1,Conscientious,Sales Executive
"Experienced in data modeling, with knowledge of process improvement and requirement gathering.",2,1,2,2,4,Extraverted,Business Analyst
"Experienced in SQL, with skills in data visualization and machine learning.",3,4,4,3,4,Creative,Data Analyst
"Specialized in computer vision, with research experience in deep learning and natural language processing.",1,1,4,2,3,Extraverted,AI Researcher
"AI researcher with expertise in natural language processing, deep learning, and computer vision.",3,4,3,2,1,Extraverted,AI Researcher
"HR professional skilled in employee engagement, recruitment, and HR policies.",2,2,1,2,1,Analytical,HR Specialist
"Experienced in requirement gathering, with knowledge of process improvement and data modeling.",3,4,2,4,1,Analytical,Business Analyst
"Cybersecurity analyst skilled in network security, risk assessment, and ethical hacking.",4,2,4,2,1,Conscientious,Cybersecurity Analyst
"Specialized in computer vision, with research experience in deep learning and natural language processing.",2,2,1,1,2,Openness,AI Researcher
"Experienced in employee engagement, with knowledge of HR policies and recruitment.",4,4,4,3,3,Openness,HR Specialist
"Manager experienced in Agile, with background in Scrum and stakeholder management.",2,2,2,2,1,Openness,Project Manager
"Cybersecurity analyst skilled in network security, ethical hacking, and risk assessment.",1,3,1,4,1,Conscientious,Cybersecurity Analyst
"Experienced in data visualization, with skills in SQL and machine learning.",4,4,3,4,3,Extraverted,Data Analyst
"Specialized in natural language processing, with research experience in deep learning and computer vision.",1,4,1,1,2,Introverted,AI Researcher
"Sales executive with strong skills in negotiation, client management, and CRM.",3,4,1,4,4,Extraverted,Sales Executive
"HR professional skilled in HR policies, recruitment, and employee engagement.",1,1,1,3,4,Creative,HR Specialist
"Software engineer with experience in Python, Java, and cloud computing.",4,2,3,1,1,Openness,Software Engineer
"Professional in digital campaigns, experienced in branding and SEO.",3,3,1,1,3,Introverted,Marketing Manager
"Manager experienced in stakeholder management, with background in Agile and Scrum.",4,1,3,4,4,Creative,Project Manager
"Professional in SEO, experienced in digital campaigns and branding.",2,4,4,2,2,Extraverted,Marketing Manager
"Project manager with expertise in Agile, stakeholder management, and Scrum.",2,4,2,1,3,Creative,Project Manager
"Proven track record in negotiation, with expertise in client management and CRM.",3,2,4,3,4,Introverted,Sales Executive
Expert in risk assessment with hands-on experience in network security and ethical hacking.,2,1,4,3,1,Openness,Cybersecurity Analyst
Expert in network security with hands-on experience in risk assessment and ethical hacking.,4,4,3,3,4,Extraverted,Cybersecurity Analyst
"Proven track record in client management, with expertise in CRM and negotiation.",3,2,1,2,2,Creative,Sales Executive
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",1,3,2,3,3,Extraverted,Graphic Designer
"Professional in branding, experienced in digital campaigns and SEO.",4,3,2,3,1,Analytical,Marketing Manager
"HR professional skilled in recruitment, employee engagement, and HR policies.",2,2,1,1,1,Analytical,HR Specialist
"Proven track record in client management, with expertise in CRM and negotiation.",1,4,4,2,4,Openness,Sales Executive
"Developer skilled in Java, cloud computing, and Python.",2,3,4,2,1,Conscientious,Software Engineer
"Professional in digital campaigns, experienced in SEO and branding.",3,4,1,4,1,Creative,Marketing Manager
"AI researcher with expertise in deep learning, computer vision, and natural language processing.",2,1,4,1,4,Analytical,AI Researcher
"Cybersecurity analyst skilled in ethical hacking, risk assessment, and network security.",4,3,3,1,1,Introverted,Cybersecurity Analyst
Expert in ethical hacking with hands-on experience in risk assessment and network security.,4,4,2,3,3,Openness,Cybersecurity Analyst
"Sales executive with strong skills in client management, CRM, and negotiation.",4,3,2,4,1,Conscientious,Sales Executive
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",1,4,4,1,2,Extraverted,HR Specialist
Expert in risk assessment with hands-on experience in network security and ethical hacking.,1,4,4,4,4,Extraverted,Cybersecurity Analyst
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",4,1,4,2,3,Creative,Graphic Designer
"AI researcher with expertise in natural language processing, computer vision, and deep learning.",2,1,4,4,3,Creative,AI Researcher
"Proven track record in negotiation, with expertise in CRM and client management.",2,1,3,4,4,Introverted,Sales Executive
"Sales executive with strong skills in negotiation, client management, and CRM.",3,2,4,1,3,Introverted,Sales Executive
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",1,2,4,2,2,Conscientious,Graphic Designer
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",3,4,1,2,4,Introverted,HR Specialist
"Developer skilled in Java, Python, and cloud computing.",4,1,2,2,2,Extraverted,Software Engineer
"Software engineer with experience in Java, Python, and cloud computing.",1,4,2,3,4,Creative,Software Engineer
"Project manager with expertise in stakeholder management, Scrum, and Agile.",3,4,4,3,4,Creative,Project Manager
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",4,1,3,2,1,Conscientious,Graphic Designer
"Data analyst proficient in SQL, data visualization, and machine learning.",3,2,3,3,3,Analytical,Data Analyst
"Manager experienced in stakeholder management, with background in Agile and Scrum.",2,4,4,2,2,Creative,Project Manager
"Professional in branding, experienced in SEO and digital campaigns.",2,4,4,3,3,Analytical,Marketing Manager
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",1,4,4,2,3,Openness,Cybersecurity Analyst
"Data analyst proficient in data visualization, machine learning, and SQL.",3,4,3,3,3,Openness,Data Analyst
"Proven track record in CRM, with expertise in negotiation and client management.",4,2,4,3,1,Creative,Sales Executive
"Experienced in data visualization, with skills in SQL and machine learning.",3,4,2,3,4,Openness,Data Analyst
"Sales executive with strong skills in CRM, negotiation, and client management.",3,2,4,2,4,Extraverted,Sales Executive
"Experienced in HR policies, with knowledge of employee engagement and recruitment.",1,3,1,3,2,Analytical,HR Specialist
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",4,3,4,3,2,Openness,Business Analyst
"Cybersecurity analyst skilled in network security, risk assessment, and ethical hacking.",2,4,4,3,1,Analytical,Cybersecurity Analyst
"AI researcher with expertise in natural language processing, computer vision, and deep learning.",3,2,1,1,4,Introverted,AI Researcher
"Developer skilled in Python, Java, and cloud computing.",2,4,1,3,4,Extraverted,Software Engineer
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",2,1,4,1,3,Openness,HR Specialist
"Business analyst skilled in data modeling, process improvement, and requirement gathering.",4,4,1,3,2,Openness,Business Analyst
"Manager experienced in Agile, with background in Scrum and stakeholder management.",3,2,3,3,2,Openness,Project Manager
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",1,4,3,2,2,Openness,Graphic Designer
"Project manager with expertise in stakeholder management, Agile, and Scrum.",2,1,1,3,4,Introverted,Project Manager
"Experienced in requirement gathering, with knowledge of process improvement and data modeling.",3,1,3,4,3,Openness,Business Analyst
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",1,1,4,2,3,Creative,Cybersecurity Analyst
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",2,2,3,1,2,Openness,Graphic Designer
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",1,1,2,4,1,Openness,Graphic Designer
"Project manager with expertise in Scrum, stakeholder management, and Agile.",2,4,1,2,4,Openness,Project Manager
Expert in ethical hacking with hands-on experience in risk assessment and network security.,3,2,3,4,1,Analytical,Cybersecurity Analyst
"Experienced in machine learning, with skills in data visualization and SQL.",1,4,4,1,1,Openness,Data Analyst
"AI researcher with expertise in deep learning, computer vision, and natural language processing.",4,4,3,1,1,Conscientious,AI Researcher
