cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"Recruitment consultant with expertise in cloud computing, APIs, Java.",1,4,1,4,1,Openness,Software Engineer
"Higher education lecturer with expertise in risk management, forecasting, Excel.",3,2,4,1,4,Analytical,Financial Analyst
"Magazine features editor with expertise in Python, deep learning, data mining.",3,4,3,2,4,Openness,Data Scientist
"Estate manager/land agent with expertise in stakeholder management, budgeting, risk management.",2,1,3,3,3,Introverted,Project Manager
"Environmental consultant with expertise in SQL, data visualization, statistics.",2,1,2,1,3,Openness,Data Analyst
"Building control surveyor with expertise in penetration testing, firewall, network security.",2,2,1,1,3,Analytical,Cybersecurity Analyst
"Civil engineer, contracting with expertise in risk assessment, network security, penetration testing.",4,4,1,2,3,Analytical,Cybersecurity Analyst
"Media buyer with expertise in deep learning, data mining, statistics.",3,4,3,1,2,Openness,Data Scientist
"Industrial/product designer with expertise in campaigns, customer engagement, branding.",2,1,1,1,4,Extraverted,Marketing Manager
"Surveyor, land/geomatics with expertise in risk management, Excel, forecasting.",1,4,4,2,4,Analytical,Financial Analyst
"Occupational psychologist with expertise in APIs, Java, DevOps.",2,2,2,3,2,Openness,Software Engineer
"Environmental manager with expertise in employee engagement, talent acquisition, onboarding.",1,1,4,3,3,Extraverted,HR Manager
"Trade union research officer with expertise in branding, SEO, campaigns.",1,1,2,1,3,Extraverted,Marketing Manager
"IT technical support officer with expertise in onboarding, HRIS, benefits management.",1,3,4,1,4,Extraverted,HR Manager
"Retail buyer with expertise in risk assessment, incident response, network security.",1,2,1,1,2,Analytical,Cybersecurity Analyst
"Chief Technology Officer with expertise in firewall, incident response, risk assessment.",3,2,4,1,4,Analytical,Cybersecurity Analyst
"Human resources officer with expertise in statistics, predictive analytics, Python.",3,2,1,3,2,Openness,Data Scientist
"Trade mark attorney with expertise in Adobe Creative Suite, prototyping, UI/UX.",4,3,3,1,4,Creative,Graphic Designer
"Financial controller with expertise in penetration testing, network security, incident response.",1,2,1,2,2,Analytical,Cybersecurity Analyst
"Horticulturist, amenity with expertise in data mining, Python, statistics.",2,4,3,4,3,Openness,Data Scientist
"Ceramics designer with expertise in firewall, risk assessment, network security.",3,1,1,3,3,Analytical,Cybersecurity Analyst
"Programme researcher, broadcasting/film/video with expertise in DevOps, Java, Python.",1,2,2,4,2,Openness,Software Engineer
"Pilot, airline with expertise in Adobe Creative Suite, wireframing, branding.",4,1,4,2,2,Creative,Graphic Designer
"Higher education lecturer with expertise in employee engagement, HRIS, benefits management.",1,4,2,3,1,Extraverted,HR Manager
"Technical sales engineer with expertise in network security, penetration testing, incident response.",3,4,4,1,3,Analytical,Cybersecurity Analyst
"Health visitor with expertise in DevOps, Python, APIs.",4,3,1,4,2,Openness,Software Engineer
"Animal nutritionist with expertise in risk assessment, network security, incident response.",4,4,4,3,3,Analytical,Cybersecurity Analyst
"Architectural technologist with expertise in risk management, forecasting, budgeting.",3,4,2,4,2,Analytical,Financial Analyst
"Research officer, government with expertise in data visualization, Power BI, machine learning.",4,1,2,2,4,Openness,Data Analyst
"Surveyor, quantity with expertise in risk assessment, incident response, firewall.",1,2,1,2,1,Analytical,Cybersecurity Analyst
"Airline pilot with expertise in predictive analytics, deep learning, Python.",4,3,4,4,4,Openness,Data Scientist
"Environmental consultant with expertise in Java, Python, DevOps.",4,2,4,4,1,Openness,Software Engineer
"IT sales professional with expertise in branding, customer engagement, campaigns.",3,3,2,3,3,Extraverted,Marketing Manager
"Fashion designer with expertise in APIs, DevOps, Java.",4,3,2,3,4,Openness,Software Engineer
"Aeronautical engineer with expertise in incident response, network security, penetration testing.",1,2,3,3,1,Analytical,Cybersecurity Analyst
"Engineer, biomedical with expertise in Python, APIs, Java.",4,4,3,2,4,Openness,Software Engineer
"Geologist, engineering with expertise in data mining, deep learning, Python.",2,3,3,1,1,Openness,Data Scientist
"Psychologist, counselling with expertise in DevOps, APIs, cloud computing.",3,2,4,1,4,Openness,Software Engineer
"Producer, radio with expertise in budgeting, forecasting, financial models.",1,4,4,4,1,Analytical,Financial Analyst
"Sales promotion account executive with expertise in penetration testing, network security, incident response.",3,3,4,2,4,Analytical,Cybersecurity Analyst
"Banker with expertise in HRIS, employee engagement, onboarding.",1,2,4,1,3,Extraverted,HR Manager
"Make with expertise in employee engagement, talent acquisition, benefits management.",4,3,4,3,2,Extraverted,HR Manager
"Speech and language therapist with expertise in onboarding, talent acquisition, employee engagement.",3,2,2,3,3,Extraverted,HR Manager
"Hospital doctor with expertise in statistics, data visualization, Power BI.",4,4,1,4,2,Openness,Data Analyst
"Operational researcher with expertise in Agile, Scrum, stakeholder management.",3,3,3,4,4,Introverted,Project Manager
"Dealer with expertise in financial models, budgeting, forecasting.",3,2,3,4,3,Analytical,Financial Analyst
"Dramatherapist with expertise in Scrum, Agile, risk management.",4,1,1,4,2,Introverted,Project Manager
"Animal nutritionist with expertise in Scrum, Agile, budgeting.",4,2,3,4,4,Introverted,Project Manager
"Systems developer with expertise in branding, SEO, campaigns.",4,4,1,1,3,Extraverted,Marketing Manager
"Microbiologist with expertise in incident response, penetration testing, risk assessment.",1,2,3,1,2,Analytical,Cybersecurity Analyst
"Designer, ceramics/pottery with expertise in branding, Adobe Creative Suite, UI/UX.",3,2,1,1,3,Creative,Graphic Designer
"Geographical information systems officer with expertise in DevOps, cloud computing, Java.",4,3,2,2,2,Openness,Software Engineer
"Sound technician, broadcasting/film/video with expertise in stakeholder management, Scrum, Agile.",4,4,2,2,3,Introverted,Project Manager
"Statistician with expertise in penetration testing, network security, firewall.",2,4,1,1,4,Analytical,Cybersecurity Analyst
"Surveyor, land/geomatics with expertise in SQL, Power BI, statistics.",2,4,4,3,2,Openness,Data Analyst
"Operational researcher with expertise in stakeholder management, risk management, Agile.",4,4,3,4,1,Introverted,Project Manager
"Educational psychologist with expertise in benefits management, talent acquisition, HRIS.",2,2,2,1,4,Extraverted,HR Manager
"Fisheries officer with expertise in data visualization, machine learning, statistics.",4,1,4,3,3,Openness,Data Analyst
"Telecommunications researcher with expertise in budgeting, Excel, risk management.",3,2,4,3,3,Analytical,Financial Analyst
"Technical author with expertise in firewall, network security, incident response.",2,1,1,3,3,Analytical,Cybersecurity Analyst
"Financial controller with expertise in Scrum, Agile, budgeting.",2,2,4,4,3,Introverted,Project Manager
"Information systems manager with expertise in stakeholder management, risk management, budgeting.",1,3,1,2,3,Introverted,Project Manager
"Media buyer with expertise in risk management, budgeting, Agile.",2,4,4,4,4,Introverted,Project Manager
"Artist with expertise in wireframing, prototyping, UI/UX.",4,4,1,2,3,Creative,Graphic Designer
"Conservation officer, historic buildings with expertise in machine learning, Power BI, SQL.",3,1,3,3,2,Openness,Data Analyst
"Translator with expertise in network security, risk assessment, incident response.",3,4,2,2,3,Analytical,Cybersecurity Analyst
"Translator with expertise in customer engagement, SEO, branding.",4,2,4,4,3,Extraverted,Marketing Manager
"Product manager with expertise in campaigns, customer engagement, branding.",4,1,1,4,4,Extraverted,Marketing Manager
"Chartered certified accountant with expertise in deep learning, Python, predictive analytics.",1,2,4,3,1,Openness,Data Scientist
"Pensions consultant with expertise in SQL, data visualization, Power BI.",2,2,4,4,3,Openness,Data Analyst
"Programmer, systems with expertise in deep learning, predictive analytics, statistics.",2,3,2,2,1,Openness,Data Scientist
"Warehouse manager with expertise in predictive analytics, statistics, deep learning.",4,1,3,1,4,Openness,Data Scientist
"Materials engineer with expertise in risk management, Scrum, Agile.",2,4,2,1,3,Introverted,Project Manager
"Administrator, charities/voluntary organisations with expertise in incident response, firewall, network security.",4,1,2,3,1,Analytical,Cybersecurity Analyst
"Geologist, engineering with expertise in wireframing, UI/UX, branding.",2,4,4,3,4,Creative,Graphic Designer
"Administrator, sports with expertise in Agile, Scrum, budgeting.",3,2,3,1,1,Introverted,Project Manager
"Educational psychologist with expertise in machine learning, Power BI, statistics.",1,2,4,2,2,Openness,Data Analyst
"Multimedia programmer with expertise in statistics, data mining, predictive analytics.",1,3,3,1,2,Openness,Data Scientist
"Engineer, drilling with expertise in predictive analytics, data mining, statistics.",2,3,1,4,3,Openness,Data Scientist
"Financial adviser with expertise in analytics, customer engagement, campaigns.",3,1,3,3,1,Extraverted,Marketing Manager
"Producer, television/film/video with expertise in data visualization, statistics, SQL.",3,1,1,1,2,Openness,Data Analyst
"Clinical molecular geneticist with expertise in Excel, budgeting, risk management.",1,1,2,3,1,Analytical,Financial Analyst
"Public relations officer with expertise in machine learning, Power BI, statistics.",1,1,3,2,3,Openness,Data Analyst
"Electronics engineer with expertise in data visualization, Power BI, SQL.",4,2,1,2,2,Openness,Data Analyst
"Chiropodist with expertise in data mining, predictive analytics, deep learning.",1,2,2,2,2,Openness,Data Scientist
"Television floor manager with expertise in Python, cloud computing, Java.",2,3,4,3,4,Openness,Software Engineer
"Forensic scientist with expertise in SQL, machine learning, statistics.",3,1,1,3,1,Openness,Data Analyst
"Learning mentor with expertise in risk assessment, network security, incident response.",4,4,4,3,4,Analytical,Cybersecurity Analyst
"Engineer, biomedical with expertise in Python, DevOps, APIs.",2,4,2,1,2,Openness,Software Engineer
"Engineer, broadcasting (operations) with expertise in APIs, cloud computing, Python.",4,4,4,3,4,Openness,Software Engineer
"Charity fundraiser with expertise in statistics, Python, data mining.",4,3,3,1,4,Openness,Data Scientist
"Chemist, analytical with expertise in Java, APIs, DevOps.",2,3,2,3,2,Openness,Software Engineer
"Pilot, airline with expertise in Python, APIs, Java.",1,4,2,3,2,Openness,Software Engineer
"Dramatherapist with expertise in network security, penetration testing, risk assessment.",4,2,3,1,3,Analytical,Cybersecurity Analyst
"Health and safety adviser with expertise in analytics, customer engagement, branding.",1,1,2,4,1,Extraverted,Marketing Manager
"Training and development officer with expertise in financial models, risk management, forecasting.",3,3,2,2,4,Analytical,Financial Analyst
"Financial planner with expertise in onboarding, talent acquisition, benefits management.",3,4,2,4,3,Extraverted,HR Manager
"Therapist, sports with expertise in SQL, data visualization, machine learning.",4,3,3,1,1,Openness,Data Analyst
"Curator with expertise in SEO, campaigns, branding.",3,4,3,2,4,Extraverted,Marketing Manager
"Solicitor with expertise in SQL, machine learning, data visualization.",4,3,1,2,2,Openness,Data Analyst
"Insurance risk surveyor with expertise in network security, incident response, penetration testing.",3,1,4,4,1,Analytical,Cybersecurity Analyst
"Cytogeneticist with expertise in Java, Python, DevOps.",3,4,3,4,4,Openness,Software Engineer
"Rural practice surveyor with expertise in financial models, forecasting, Excel.",4,4,3,4,3,Analytical,Financial Analyst
"Radio producer with expertise in branding, prototyping, wireframing.",4,2,3,2,3,Creative,Graphic Designer
"Surveyor, minerals with expertise in Java, DevOps, cloud computing.",4,3,3,4,4,Openness,Software Engineer
"Theatre stage manager with expertise in onboarding, employee engagement, HRIS.",4,3,1,2,3,Extraverted,HR Manager
"Accountant, chartered management with expertise in branding, prototyping, wireframing.",2,3,2,1,2,Creative,Graphic Designer
"Insurance broker with expertise in HRIS, employee engagement, onboarding.",3,2,3,4,3,Extraverted,HR Manager
"Probation officer with expertise in financial models, Excel, forecasting.",2,3,4,1,3,Analytical,Financial Analyst
